timestamp,NO,NO2,O3,PM10,PM2.5
2023-01-13 08:00:00,8.85,14.425,55.645,5.463333333333334,3.673333333333333
2023-01-13 09:00:00,6.2,11.46,58.9375,5.6433333333333335,3.4233333333333333
2023-01-13 10:00:00,7.2575,11.485,60.825,4.556666666666668,2.8266666666666667
2023-01-13 11:00:00,4.23,9.2725,62.6625,3.8866666666666663,2.4966666666666666
2023-01-13 12:00:00,8.153333333333334,14.166666666666666,67.67666666666666,3.62,1.755
2023-01-13 13:00:00,8.2225,14.3775,70.335,5.003333333333333,2.1733333333333333
2023-01-13 14:00:00,11.065,18.91,66.85,6.496666666666667,2.5
2023-01-13 15:00:00,8.4775,17.1475,66.445,4.12,2.2266666666666666
2023-01-13 16:00:00,13.5075,27.602500000000003,55.9875,3.56,2.32
2023-01-13 17:00:00,7.12,24.6725,55.03,3.8533333333333335,2.643333333333333
2023-01-13 18:00:00,3.43,12.555,66.5875,3.106666666666667,2.1933333333333334
2023-01-13 19:00:00,2.5425,10.59,67.0925,3.9066666666666663,2.78
2023-01-13 20:00:00,2.435,9.755,67.5375,4.076666666666667,2.8800000000000003
2023-01-13 21:00:00,1.8675,7.577500000000001,69.745,4.246666666666667,2.9433333333333334
2023-01-13 22:00:00,1.3175,6.9575,71.185,4.346666666666667,2.99
2023-01-13 23:00:00,1.335,8.375,67.9125,5.003333333333334,3.4266666666666663
2023-01-14 00:00:00,2.76,14.6325,60.485,5.536666666666666,3.806666666666666
2023-01-14 01:00:00,1.045,5.83,69.965,5.723333333333334,3.8366666666666673
2023-01-14 02:00:00,1.9475,9.195,66.715,6.003333333333334,3.98
2023-01-14 03:00:00,2.545,8.6875,67.52250000000001,6.843333333333334,4.466666666666667
2023-01-14 04:00:00,2.46,12.1525,60.8625,6.663333333333334,4.3933333333333335
2023-01-14 05:00:00,3.8175,13.8725,54.4425,5.123333333333334,3.3966666666666665
2023-01-14 06:00:00,5.235,18.2975,48.15,4.703333333333333,3.22
2023-01-14 07:00:00,9.775,23.1625,42.045,4.863333333333333,3.236666666666667
2023-01-14 08:00:00,10.3975,20.9675,44.485,5.19,3.5700000000000003
2023-01-14 09:00:00,8.295,20.695,45.3275,5.406666666666666,3.763333333333333
2023-01-14 10:00:00,10.6675,22.485,45.9,6.096666666666667,4.146666666666667
2023-01-14 11:00:00,10.8825,23.37,47.2425,6.233333333333333,4.11
2023-01-14 12:00:00,10.1075,21.695,52.88,5.373333333333334,3.486666666666667
2023-01-14 13:00:00,9.23,20.7275,55.2825,5.170000000000001,3.236666666666667
2023-01-14 14:00:00,9.6175,24.12,49.74,5.32,3.47
2023-01-14 15:00:00,8.505,24.955,47.95,6.003333333333334,4.03
2023-01-14 16:00:00,9.2625,23.19,51.52,6.226666666666667,3.89
2023-01-14 17:00:00,7.59,18.955,57.14,5.823333333333333,3.5966666666666662
2023-01-14 18:00:00,3.1725000000000003,11.2475,66.98,4.036666666666666,2.4266666666666663
